PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
163.0,233.8,1.365,9.1925,6.0,,8.11,1.375,,,,25.8925,62.3325,1.6475,226.085,0.0,850.0,333.7,Very Poor,Surat
155.0,230.8675,1.325,9.3325,6.04,,7.81,1.0575,,,,24.7425,62.8475,1.865,223.6375,0.0,850.0,327.7,Very Poor,Surat
114.75,180.7325,1.25,9.3025,5.965,,6.7875,0.9425,,,,24.2125,63.055,1.8275,223.405,0.0,850.0,282.7,Poor,Surat
91.3075,143.9675,1.2475,9.2675,5.945,,6.0325,0.93,,,,23.9025,61.1725,0.935,214.5075,0.0,850.0,205.3,Poor,Surat
97.3575,149.1675,1.31,9.2225,5.9725,,6.335,1.11,,,,23.145,64.2275,0.8225,213.3975,0.0,850.0,225.3,Poor,Surat
145.3375,218.1775,1.345,9.4475,6.115,,6.225,1.34,,,,23.49,63.67,0.5675,209.0825,49.38,850.0,320.3,Very Poor,Surat
191.25,296.1675,1.385,9.3875,6.12,,7.6625,1.545,,,,26.5025,59.8025,0.86,167.155,204.315,850.0,355.3,Very Poor,Surat
202.85,331.7675,1.15,9.48,5.9775,,9.7625,1.495,,,,28.7975,53.5225,1.8725,210.9875,342.56,850.0,364.1,Very Poor,Surat
169.25,273.415,1.26,9.525,6.0875,,6.37,1.335,,,,31.395,47.145,1.87,208.06,428.7825,850.0,338.5,Very Poor,Surat
150.0,221.1325,1.5,9.2475,6.14,,5.1275,1.12,,,,33.84,39.9125,1.685,201.475,492.955,850.0,323.8,Very Poor,Surat
96.0,154.0175,1.3325,9.0925,5.9225,,4.83,0.805,,,,35.12,33.065,1.94,217.9375,478.9675,850.0,220.8,Poor,Surat
55.25,101.6475,1.22,9.1325,5.8525,,5.72,0.7075,,,,35.825,29.75,1.9,202.1225,437.36,850.0,102.1,Moderate,Surat
42.2075,79.5675,1.2075,9.2625,5.905,,5.2075,0.6975,,,,36.1125,29.7,1.9,202.79,331.795,850.0,80.0,Satisfactory,Surat
46.9675,68.9675,1.2475,9.4725,6.055,,5.3825,0.725,,,,35.4575,31.8775,1.87,187.19,184.6625,850.0,78.7,Satisfactory,Surat
50.9675,82.9325,1.4275,9.2825,6.1,,5.2675,0.745,,,,35.475,33.7,1.055,223.2675,85.02,850.0,85.2,Satisfactory,Surat
63.0,100.0,1.485,9.1575,6.075,,4.835,0.9675,,,,33.015,44.3725,0.8575,138.94,33.195,850.0,110.9,Moderate,Surat
91.25,144.2325,1.5425,9.2125,6.1525,,4.3975,1.09,,,,30.5,51.8725,0.9775,91.9425,0.5625,850.0,205.1,Poor,Surat
88.0,137.025,1.215,9.4475,6.0125,,4.44,1.1925,,,,29.845,48.0225,0.9675,59.0825,0.0,850.0,193.4,Moderate,Surat
71.5,115.7325,1.405,9.3525,6.115,,4.685,1.445,,,,29.23,50.9625,0.885,55.7575,0.0,850.0,139.0,Moderate,Surat
