PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
98.09,176.31,3.91,51.37,29.98,29.48,5.53,0.84,31.18,1.18,1.95,,88.96,0.975,63.48,19.5,730.68,227.7,Poor,Jaipur
87.7625,177.93,13.5025,75.8725,50.47,50.96,8.455,1.29,22.1875,1.105,2.0025,,88.96,0.885,63.0075,21.675,731.1225,192.6,Moderate,Jaipur
115.2075,207.9225,22.5875,90.53,65.4125,69.2375,9.37,1.405,17.965,1.5,1.8725,,88.9975,0.62,48.135,31.125,731.815,284.2,Poor,Jaipur
121.75,287.335,45.995,97.83,87.9925,92.2325,8.3275,1.53,16.195,2.3575,2.4275,,89.1675,0.8,68.01,52.825,732.27,302.3,Very Poor,Jaipur
134.1925,258.2575,24.4625,98.79,71.23,75.6925,11.22,1.395,19.8675,2.2925,1.885,,91.3825,0.65,65.9525,60.05,732.33,311.8,Very Poor,Jaipur
161.99,223.7875,9.1775,91.795,55.3175,58.53,9.5225,1.165,26.86,1.45,1.8375,,91.0675,1.16,77.26,219.95,732.0675,333.0,Very Poor,Jaipur
123.4925,207.955,17.77,93.725,63.2175,69.1275,7.6625,0.9125,34.1975,1.17,1.8625,,82.0675,0.9875,79.5725,372.525,731.485,303.7,Very Poor,Jaipur
110.66,202.7,17.09,94.32,62.98,70.39,6.11,0.85,37.35,1.17,1.97,,79.46,0.93,84.32,423.4,731.23,269.2,Poor,Jaipur
122.3175,185.185,10.895,82.155,51.6575,54.1625,7.0775,1.375,43.95,1.1025,2.05,,76.0075,0.9225,79.8075,352.95,730.595,302.8,Very Poor,Jaipur
110.455,169.755,9.2275,76.6825,47.46,41.2575,6.6075,1.89,46.7125,0.995,1.7925,,71.2175,1.4675,62.7125,213.625,729.9475,268.5,Poor,Jaipur
97.315,186.005,13.2775,95.2625,60.4175,58.0825,9.31,1.255,42.96,1.0025,2.0825,,74.6775,1.21,65.8425,94.725,730.1825,225.1,Poor,Jaipur
