PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
62.75,112.75,3.775,33.0,20.65,9.325,30.2,0.6225,51.975,2.325,6.4,23.0,68.0,0.45,117.5,17.0,751.0,110.1,Moderate,vishakhapattanam
71.25,116.0,5.275,47.75,29.7,8.65,21.325,0.755,47.125,3.275,10.55,21.925,73.0,0.3,123.75,8.0,751.75,138.1,Moderate,vishakhapattanam
81.0,128.0,6.25,63.05,38.625,6.875,20.725,0.8725,41.225,3.65,12.0,21.35,74.75,0.3,117.0,8.0,752.0,170.3,Moderate,vishakhapattanam
79.0,145.0,7.35,56.8,36.15,10.65,18.4,0.88,38.6,4.05,12.05,20.95,76.5,0.3,122.0,8.0,752.0,163.7,Moderate,vishakhapattanam
79.5,139.5,7.225,66.05,40.975,10.775,15.075,0.9625,30.775,3.6,11.375,20.55,77.75,0.3,134.75,8.5,753.0,165.4,Moderate,vishakhapattanam
80.0,144.75,5.125,45.325,28.25,10.15,14.0,0.6925,34.025,3.45,10.4,20.075,78.75,0.3,137.0,8.75,753.0,167.0,Moderate,vishakhapattanam
77.0,129.0,4.9,53.3,32.3,8.3,13.55,0.64,30.2,2.85,8.0,19.8,79.5,0.3,207.0,9.0,752.0,157.1,Moderate,vishakhapattanam
69.75,120.0,3.85,21.55,14.6,13.25,18.225,0.44,42.6,2.75,6.6,19.375,80.0,0.3,152.0,9.0,752.0,133.2,Moderate,vishakhapattanam
70.5,105.75,3.175,17.1,11.675,12.675,20.825,0.395,45.85,2.575,8.425,18.975,80.75,0.3,113.0,9.0,751.25,135.6,Moderate,vishakhapattanam
66.0,90.0,3.65,16.825,11.95,12.05,20.4,0.375,46.2,2.625,14.7,18.625,80.5,0.3,99.75,8.5,751.0,120.8,Moderate,vishakhapattanam
55.75,90.5,3.775,16.975,12.1,12.0,22.7,0.325,39.05,2.1,5.15,18.475,77.75,0.3,171.75,8.25,751.0,93.1,Satisfactory,vishakhapattanam
50.25,86.75,5.55,32.55,21.8,11.75,20.375,0.3625,31.7,2.025,2.55,17.85,77.75,0.3,299.5,8.0,751.0,87.0,Satisfactory,vishakhapattanam
60.25,107.25,13.45,82.2,54.675,3.325,21.95,0.7025,31.7,4.225,6.85,16.8,80.75,0.3,291.0,8.0,751.75,105.8,Moderate,vishakhapattanam
109.75,211.0,60.575,112.25,108.975,2.5,17.825,0.9625,30.842188,7.95,17.425,15.575,84.0,0.3,287.25,9.75,752.25,266.2,Poor,vishakhapattanam
128.0,291.25,71.075,123.925,123.675,5.75,11.2,1.425,28.554688,9.925,27.95,18.075,82.25,0.3,282.75,78.75,753.0,307.1,Very Poor,vishakhapattanam
139.75,310.75,31.625,107.525,82.9,11.7,13.625,1.28,26.267187,9.725,30.075,22.5,74.5,0.3,297.75,196.75,753.0,316.0,Very Poor,vishakhapattanam
97.25,209.25,10.45,44.975,32.45,17.875,10.7,0.7725,23.979687,5.55,17.2,26.225,65.0,0.525,166.75,299.0,753.0,224.9,Poor,vishakhapattanam
53.75,113.0,5.75,30.2,20.7,14.125,6.95,2.2425,21.692188,2.725,6.4,28.225,62.0,0.45,130.25,352.5,753.0,109.6,Moderate,vishakhapattanam
53.5,106.0,4.125,18.3,13.075,13.3,7.3,0.4575,19.404688,2.575,7.1,27.9,61.0,1.3,123.0,429.25,752.25,105.0,Moderate,vishakhapattanam
46.0,93.0,10.675,17.025,18.575,10.8,19.325,0.34,17.975,1.975,5.575,27.5,61.25,1.875,124.5,443.0,751.25,93.1,Satisfactory,vishakhapattanam
46.0,90.0,3.725,15.125,11.05,12.575,19.025,0.375,,1.925,5.025,26.975,63.0,2.075,117.5,372.25,751.0,90.2,Satisfactory,vishakhapattanam
50.0,98.75,3.75,11.35,9.075,13.65,17.775,0.375,45.075,1.925,3.4,26.675,64.5,1.425,121.5,310.0,750.25,98.8,Satisfactory,vishakhapattanam
53.0,98.0,2.975,12.55,9.075,12.9,17.15,0.4075,54.975,1.9,4.025,25.525,67.5,1.45,114.5,198.5,750.25,98.0,Satisfactory,vishakhapattanam
63.0,108.5,3.5,16.3,11.525,12.3,15.925,0.4775,53.175,2.1,5.775,24.5,71.25,0.75,120.75,77.25,751.0,110.9,Moderate,vishakhapattanam
65.0,119.25,3.475,24.675,15.925,11.625,16.45,0.59,50.35,2.675,7.275,23.25,75.0,0.325,121.5,11.5,751.0,117.5,Moderate,vishakhapattanam
64.0,134.75,3.5,34.65,21.275,10.5,16.7,0.6775,46.95,3.025,10.6,22.525,77.5,0.35,110.5,8.0,751.0,123.9,Moderate,vishakhapattanam
68.25,123.5,4.8,34.025,22.0,11.7,14.95,0.68,43.55,3.475,10.55,22.5,77.25,0.3,108.75,8.0,751.5,128.2,Moderate,vishakhapattanam
63.0,119.0,5.275,65.85,39.3,10.6,14.7,0.99,30.175,3.9,11.925,22.225,77.75,0.3,101.0,8.0,752.0,113.5,Moderate,vishakhapattanam
74.0,125.0,6.9,82.425,49.45,3.15,14.125,1.1425,23.15,4.1,13.15,21.9,78.0,0.3,173.75,9.0,752.0,147.2,Moderate,vishakhapattanam
73.5,136.25,5.875,62.075,37.825,11.325,13.15,0.925,26.275,4.3,15.375,21.425,79.0,0.3,147.25,9.0,752.5,145.6,Moderate,vishakhapattanam
68.5,123.0,3.5,36.95,22.525,12.8,14.375,0.575,34.375,3.3,9.8,21.225,79.0,0.3,176.5,9.0,752.0,129.0,Moderate,vishakhapattanam
73.75,138.0,17.65,76.475,55.025,4.775,17.025,0.6975,19.55,2.7,6.75,20.45,80.75,0.3,281.25,8.0,752.0,146.4,Moderate,vishakhapattanam
102.75,235.0,38.525,112.1,90.95,2.65,18.65,0.98,3.025,8.85,27.85,19.15,83.5,0.3,267.25,8.25,751.25,243.1,Poor,vishakhapattanam
126.5,319.75,49.6,110.025,98.85,10.9,17.425,0.88,4.5,13.85,43.9,18.075,85.5,0.3,268.5,9.0,751.0,306.0,Very Poor,vishakhapattanam
117.0,277.25,18.975,95.9,66.45,15.125,16.3,0.795,7.15,14.9,45.75,17.625,86.5,0.3,282.0,9.0,751.0,290.1,Poor,vishakhapattanam
109.5,311.75,19.2,86.875,61.775,7.475,17.725,0.8925,4.725,10.8,33.625,17.25,87.0,0.3,281.5,9.0,751.0,265.4,Poor,vishakhapattanam
110.5,338.0,34.35,94.9,78.4,8.6,20.1,1.0125,6.5,8.9,24.925,17.075,88.0,0.3,288.5,9.0,751.5,288.1,Poor,vishakhapattanam
127.5,335.25,37.225,99.95,83.4,7.725,16.775,0.8025,7.575,7.825,20.65,17.125,88.0,0.3,270.25,10.25,752.0,306.7,Very Poor,vishakhapattanam
139.0,308.5,72.5,120.325,122.925,7.6,13.375,1.2975,6.075,9.0,22.75,18.525,86.25,0.3,294.25,62.75,752.75,315.5,Very Poor,vishakhapattanam
165.5,401.75,44.2,130.225,105.2,10.225,16.525,1.4525,6.925,9.55,26.825,23.0,79.75,0.3,290.75,170.25,753.0,365.0,Very Poor,vishakhapattanam
139.25,318.75,12.95,60.225,42.55,18.6,14.05,1.2275,36.15,8.075,26.125,27.5,68.5,0.375,171.5,275.75,753.0,315.7,Very Poor,vishakhapattanam
84.75,171.5,5.675,23.675,17.2,13.75,9.2,2.32,41.975,3.075,7.325,28.2,64.25,0.65,133.5,338.5,752.5,182.7,Moderate,vishakhapattanam
61.75,111.5,2.175,13.875,9.1,13.825,8.45,0.4075,51.2,2.5,6.15,28.0,63.5,1.6,122.75,406.5,751.75,108.6,Moderate,vishakhapattanam
57.5,91.0,9.725,14.775,16.575,11.2,16.9,0.41,51.2,2.275,5.575,27.825,64.0,1.7,120.75,421.75,750.75,95.9,Satisfactory,vishakhapattanam
54.0,96.25,3.225,13.0,9.55,13.8,16.075,0.39,14.45,2.05,5.175,27.475,63.5,1.775,121.0,362.25,750.0,96.3,Satisfactory,vishakhapattanam
50.0,91.25,3.325,12.0,9.075,13.05,15.1,0.3525,2.2,1.925,4.2,27.375,63.5,1.025,121.25,318.0,750.0,91.4,Satisfactory,vishakhapattanam
55.75,84.5,3.35,12.85,9.55,12.9,14.375,0.3425,2.825,1.775,4.675,26.775,65.0,0.8,114.0,199.0,750.0,93.1,Satisfactory,vishakhapattanam
56.5,93.75,3.4,18.125,12.425,12.325,14.6,0.4,7.2,1.95,5.75,25.675,68.25,0.5,118.0,84.5,750.0,94.3,Satisfactory,vishakhapattanam
59.5,108.5,4.25,25.95,17.3,11.55,14.175,0.5075,7.2,2.325,9.725,23.725,73.25,0.375,118.75,12.25,750.0,106.6,Moderate,vishakhapattanam
55.0,108.25,4.0,34.525,21.65,10.925,15.975,0.63,11.733334,2.925,11.125,22.925,74.75,0.3,110.25,8.0,750.25,106.4,Moderate,vishakhapattanam
54.25,103.5,4.575,36.725,23.225,9.45,16.0,0.655,23.822222,2.85,8.875,22.725,76.0,0.3,116.5,8.0,751.0,103.3,Moderate,vishakhapattanam
