PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
35.0,51.25,2.675,16.325,10.875,15.75,6.25,0.73,8.0375,,0.6,,71.75,1.3,272.25,19.0,,59.2,Satisfactory,Chennai
50.5,66.5,1.9,14.175,9.075,10.9,6.025,0.8525,5.195,,1.3,,72.25,1.15,281.0,14.0,,84.5,Satisfactory,Chennai
63.25,75.25,2.0,14.225,9.25,10.625,6.15,0.91,11.6125,,1.325,,72.5,0.925,281.0,14.0,,111.7,Moderate,Chennai
40.0,50.25,2.025,13.5,8.825,12.2,6.075,0.9275,18.57,,1.3,,72.75,0.95,281.25,14.0,,67.3,Satisfactory,Chennai
28.75,41.0,1.2,12.25,7.475,23.175,7.275,0.8375,27.39,,1.1,,70.5,0.925,281.75,14.25,,47.9,Good,Chennai
21.25,28.5,3.0,10.475,8.025,31.0,9.15,0.7575,26.0675,,1.025,,69.5,1.1,267.0,15.0,,37.9,Good,Chennai
19.5,27.25,2.1,8.85,6.425,23.925,8.5,0.68,15.825,,1.025,,69.75,0.775,293.25,15.0,,34.0,Good,Chennai
20.75,28.25,2.1,8.5,6.225,21.775,6.875,0.6225,15.4375,,1.175,,69.75,0.45,293.0,15.0,,34.6,Good,Chennai
20.5,30.5,2.65,8.7,6.825,14.7,6.05,0.6025,18.275,,1.0,,71.5,0.8,288.25,15.0,,34.2,Good,Chennai
22.0,35.0,1.925,6.55,5.025,8.75,5.35,0.6475,8.575,,0.825,,72.75,0.875,309.0,15.0,,36.7,Good,Chennai
22.25,34.75,2.15,6.675,5.3,9.85,5.175,0.645,6.47,,0.775,,73.0,0.825,308.75,15.0,,37.1,Good,Chennai
30.25,39.0,2.15,8.575,6.3,10.6,5.95,0.7325,13.6225,,0.75,,73.25,0.8,302.0,15.0,,51.4,Satisfactory,Chennai
45.25,54.75,1.475,9.4,6.2,18.95,6.825,0.6325,62.18,,0.675,,70.75,1.175,264.0,15.75,,75.9,Satisfactory,Chennai
