PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AQI,AQI_Category,City
2.065,26.8425,3.6775,6.5975,10.275,11.675,1.035,0.495,7.0125,0.9175,,28.4725,82.69,0.6225,219.6275,11.596666,850.0,26.8,Good,Mumbai
12.3575,77.35,5.83,6.6,12.42,11.9025,1.3325,0.465,6.4025,1.0525,,29.4775,79.6325,0.7175,216.6725,62.1125,850.0,77.8,Satisfactory,Mumbai
11.1225,41.05,9.84,5.975,15.81,8.125,1.1725,0.4025,6.8725,0.96,,31.15,72.94,0.8825,234.35,214.655,850.0,41.0,Good,Mumbai
16.65,63.7,7.205,4.9425,12.1525,6.5575,1.145,0.43,7.7825,0.85,,32.8975,67.565,0.7475,221.7875,348.205,850.0,64.4,Satisfactory,Mumbai
11.3675,47.0025,5.9125,4.37,10.285,6.88,1.35,0.395,8.2125,0.7275,,33.5525,64.895,0.9375,211.2275,564.3525,850.0,47.0,Good,Mumbai
8.1825,45.0525,10.9025,6.4025,17.2775,14.5125,1.5275,0.44,8.105,0.5925,,33.1575,66.3325,0.9025,194.69,656.295,850.0,45.1,Good,Mumbai
8.0,81.1,21.465,9.2425,30.695,16.8425,1.3275,0.465,7.69,0.44,,33.36,66.0,0.9475,188.4925,703.6,850.0,81.5,Satisfactory,Mumbai
17.39,151.4,16.865,7.905,24.775,16.5075,0.8425,0.4775,8.76,0.605,,33.73,64.2025,1.0125,195.3525,622.73,850.0,134.9,Moderate,Mumbai
21.755,187.395,17.995,10.325,28.285,18.3225,1.675,0.455,8.3775,0.715,,34.2925,62.455,0.8975,193.265,579.5225,850.0,158.7,Moderate,Mumbai
22.935,173.845,11.8225,9.88,21.7,17.7625,1.355,0.4025,11.3825,0.6225,,33.435,63.895,1.09,220.5925,424.01,850.0,149.7,Moderate,Mumbai
20.75,99.85,7.885,10.1825,18.065,10.2625,1.35,0.3975,12.055,0.805,,32.79,66.345,1.0675,232.9525,315.07,850.0,99.9,Satisfactory,Mumbai
22.8075,152.8325,13.305,12.3425,25.6475,11.5775,1.585,0.405,7.755,0.885,,31.7425,69.31,0.925,233.8075,127.3775,850.0,135.9,Moderate,Mumbai
16.4475,110.4,10.445,13.5875,24.035,14.745,1.66,0.405,7.1275,0.8225,,30.4,73.705,0.84,236.84,31.2925,850.0,107.9,Moderate,Mumbai
11.305,53.06,10.9175,13.4775,24.3975,17.8175,1.4425,0.455,5.99,0.855,,29.425,76.815,0.84,246.0025,0.54,850.0,54.0,Satisfactory,Mumbai
6.32,29.16,10.5175,14.005,24.5225,20.58,1.2825,0.475,5.72,0.8275,,29.0975,78.785,0.64,218.3875,0.54,850.0,29.2,Good,Mumbai
2.245,29.9,7.4075,13.8325,21.24,14.61,0.6725,0.4375,8.4375,0.9325,,28.96,79.6575,0.64,208.005,0.6809211,850.0,29.9,Good,Mumbai
5.755,34.75,8.2775,9.4075,17.68,12.2975,1.43,0.43,7.88,0.865,,29.0175,79.185,0.66,230.1925,1.0567105,850.0,34.8,Good,Mumbai
6.0,25.5275,5.1475,7.7575,12.905,12.7725,1.4575,0.425,7.6325,0.7775,,29.015,79.0775,0.575,208.935,1.4325,850.0,25.5,Good,Mumbai
9.745,49.6275,3.8375,6.7125,10.545,9.7525,1.2725,0.395,8.145,0.5925,,28.9775,79.5275,0.65,219.6575,1.8082895,850.0,49.6,Good,Mumbai
8.1275,31.05,2.9275,4.975,7.9,7.7525,1.32,0.3575,9.0275,0.5375,,28.8325,80.005,0.6775,229.8025,2.184079,850.0,31.0,Good,Mumbai
7.06,23.35,2.6975,4.6075,7.305,10.165,1.1125,0.3725,8.9725,0.7,,28.6175,80.8975,0.67,226.6575,2.5598683,850.0,23.4,Good,Mumbai
4.1825,31.525,2.5425,3.8575,6.405,12.535,1.32,0.355,10.2875,1.0525,,28.47,81.0775,0.7225,248.4125,2.7947369,850.0,31.5,Good,Mumbai
2.1225,19.65,3.925,4.3175,8.245,17.455,1.435,0.3575,9.6675,1.035,,28.3975,81.7625,0.6075,225.1075,,850.0,19.6,Good,Mumbai
2.0,21.8425,3.345,4.1225,7.4675,14.325,1.205,0.3475,9.36,0.9825,,28.4425,81.355,0.4775,220.38,,850.0,21.8,Good,Mumbai
